Season,Crop Name,N (kg/ha),P₂O₅ (kg/ha),K₂O (kg/ha),pH,Moisture (%),Temp (°C),Yield Success (0-1)
Kharif,Jowar,90.96,49.33,42.49,6.7,66.55,27.63,0.7457
Kharif,Rice,107.22,43.48,56.33,5.57,80.45,30.38,0.6734
Kharif,Ragi,54.12,43.72,27.58,7.42,67.41,28.32,0.8703
Kharif,Ragi,51.71,49.41,28.51,6.73,64.64,27.97,0.7858
Kharif,Ragi,50.08,49.63,25.61,6.98,62.32,26.38,0.6128
Kharif,Rice,142.84,41.74,52.8,5.85,85.43,30.37,0.7748
Annual,Sugarcane,270.02,83.92,158.7,7.2,81.31,31.75,0.7844
Kharif,Jowar,97.96,44.28,46.7,6.86,62.84,28.59,0.8476
Kharif,Groundnut,20.52,46.3,25.29,7.12,74.77,28.84,0.6987
Rabi,Wheat,127.49,58.79,43.17,6.43,68.82,21.05,0.7398
Rabi,Wheat,148.7,55.25,40.58,6.92,67.38,20.31,0.6973
Kharif,Jowar,93.21,48.84,48.74,6.99,56.77,27.62,0.7198
Kharif,Rice,148.16,50.59,58.17,6.22,82.68,28.72,0.7716
Kharif,Ragi,55.77,45.62,28.05,6.65,64.36,26.34,0.8419
Kharif,Groundnut,24.92,44.87,26.23,7.32,72.96,25.88,0.6935
Annual,Sugarcane,252.53,85.57,174.16,7.07,76.05,30.86,0.7816
Kharif,Jowar,86.31,49.19,47.34,7.42,67.08,30.28,0.7485
Kharif,Jowar,88.03,48.27,44.52,6.47,67.21,31.04,0.7732
Kharif,Ragi,54.14,41.65,25.71,6.32,70.6,27.94,0.8182
Kharif,Rice,112.07,58.71,49.32,6.58,88.33,29.77,0.8289
Kharif,Cotton,131.51,69.12,66.28,7.82,73.35,26.29,0.79
Kharif,Cotton,128.59,69.4,60.05,6.03,71.36,27.97,0.7001
Kharif,Groundnut,20.6,46.65,29.43,7.3,73.77,33.11,0.6691
Annual,Sugarcane,282.43,89.56,176.36,7.1,81.34,30.99,0.8548
Annual,Sugarcane,280.69,89.38,164.18,7.45,83.81,28.79,0.7553
Kharif,Cotton,145.43,70.8,66.71,6.87,75.94,32.14,0.843
Kharif,Groundnut,24.63,46.5,26.51,6.78,67.53,32.24,0.7892
Kharif,Groundnut,22.2,44.75,28.74,6.49,73.43,27.06,0.8094
Kharif,Ragi,52.57,49.38,29.01,7.4,68.06,28.22,0.7458
Kharif,Cotton,138.54,71.88,73.18,6.16,77.31,33.7,0.7123
Kharif,Cotton,142.35,61.95,66.4,7.79,70.86,31.71,0.7204
Rabi,Wheat,131.59,57.94,45.21,7.15,75.43,21.83,0.8292
Kharif,Groundnut,24.52,45.53,29.75,7.36,71.27,34.73,0.6811
Kharif,Jowar,91.97,46.49,45.36,7.48,55.51,28.91,0.8154
Rabi,Wheat,134.6,55.26,46.76,6.75,66.38,22.57,0.8938
Kharif,Rice,126.23,51.16,56.5,5.51,87.3,32.11,0.8125
Kharif,Rice,142.92,52.49,45.5,6.38,90.22,34.27,0.7662
Kharif,Cotton,139.69,64.4,72.6,6.62,73.36,27.67,0.7955
Rabi,Wheat,123.07,58.66,44.91,7.26,73.32,22.05,0.7904
Kharif,Ragi,52.86,40.55,25.55,7.18,71.48,26.38,0.6568
Kharif,Ragi,51.68,43.87,29.02,6.1,64.13,27.16,0.7694
Kharif,Ragi,54.37,48.76,28.27,7.08,61.78,26.05,0.708
Kharif,Groundnut,22.53,47.35,29.42,7.16,65.65,31.6,0.7511
Kharif,Cotton,127.41,60.53,72.87,5.87,75.36,29.97,0.7362
Kharif,Ragi,56.89,40.69,27.05,6.31,70.03,28.88,0.8011
Kharif,Rice,128.66,42.14,52.08,5.82,80.11,31.33,0.7529
Rabi,Wheat,122.15,51.24,45.19,7.04,73.3,23.63,0.784
Annual,Sugarcane,298.46,86.18,174.48,7.27,81.99,30.84,0.7812
Kharif,Ragi,59.85,45.13,29.83,5.96,67.89,27.27,0.7596
Rabi,Wheat,148.95,55.28,44.16,6.9,75.45,22.19,0.8441
Kharif,Groundnut,21.63,44.08,26.98,6.25,65.21,30.13,0.8008
Kharif,Jowar,82.86,46.4,44.62,6.22,58.99,30.77,0.7645
Kharif,Cotton,127.41,70.92,70.48,5.98,74.87,29.55,0.8074
Rabi,Wheat,132.45,53.54,42.83,6.64,72.35,22.94,0.8968
Kharif,Cotton,144.52,69.54,65.97,6.78,77.37,32.74,0.8132
Kharif,Cotton,128.12,64.61,73.24,7.89,76.56,30.03,0.7644
Kharif,Ragi,51.49,45.58,26.91,6.73,67.84,28.63,0.863
Kharif,Groundnut,20.14,41.8,29.85,7.37,69.28,31.48,0.6841
Kharif,Ragi,50.88,42.2,26.64,6.49,60.07,29.56,0.7076
Kharif,Groundnut,21.07,46.98,27.62,7.24,67.75,29.09,0.8082
Kharif,Cotton,134.27,74.24,62.07,6.47,73.64,32.32,0.7668
Kharif,Ragi,56.99,42.28,29.93,6.7,61.12,29.68,0.6829
Rabi,Wheat,131.37,52.3,42.36,6.64,78.78,21.39,0.7718
Kharif,Rice,117.81,41.09,47.24,6,81.13,31.36,0.7576
Kharif,Ragi,53,46.44,26.68,5.59,64.78,27.98,0.8084
Kharif,Cotton,130.36,74.45,67.13,7.38,77.33,34.96,0.735
Annual,Sugarcane,256.69,78.38,152.71,6.98,83.97,29.36,0.71
Annual,Sugarcane,296.83,78.46,185.08,7.36,81.4,30.53,0.6987
Kharif,Groundnut,21.92,49.68,29.2,6.24,67.99,29.26,0.7435
Annual,Sugarcane,296.28,98.8,152.19,6.69,76.58,28.01,0.5879
Kharif,Groundnut,22.36,46.14,25.14,6.32,70.25,29.69,0.8406
Kharif,Ragi,51.7,49.65,29.58,5.96,62.17,27.64,0.6789
Kharif,Rice,132.1,58.27,56.78,6.1,80.95,30.95,0.7456
Kharif,Groundnut,24.79,47.45,27.25,7.26,69,33.44,0.7438
Kharif,Rice,138.96,56.7,53.26,6.88,92.29,30.26,0.7429
Rabi,Wheat,136.62,59.08,45.9,6.87,79.98,24.62,0.7409
Kharif,Cotton,135.31,61.84,66.42,6.03,76.16,32.89,0.79
Kharif,Ragi,59.63,42.8,29.25,7.46,69.37,28.62,0.7012
Kharif,Jowar,93.19,48.08,40.61,7.99,56.11,27.16,0.6174
Kharif,Groundnut,20.73,46.22,25.88,7.27,70.25,25.79,0.7346
Kharif,Ragi,54.77,48.98,29.87,5.55,73.25,29.97,0.6257
Kharif,Jowar,82.65,46.59,41.22,6.7,56.27,30.19,0.732
Kharif,Ragi,53.6,49.51,25.6,6.49,74.84,29.69,0.6854
Rabi,Wheat,132.56,56.8,41.09,6.46,76.08,21.77,0.7949
Kharif,Ragi,52.91,43.57,26.8,6.77,64.22,29.05,0.8153
Kharif,Ragi,51.96,41.49,27.36,7.21,68.37,28.92,0.779
Kharif,Jowar,80.84,41.85,49.69,6.13,64.87,27.5,0.6275
Kharif,Rice,128.85,58.11,42.09,6.58,87.73,33.2,0.7611
Kharif,Ragi,52.89,47.88,25.89,6.44,73.57,28.54,0.7682
Kharif,Groundnut,22.01,47.98,26.31,7.14,69.08,32.04,0.8017
Kharif,Cotton,134.56,72.78,64.98,6.81,79.52,29.6,0.8221
Kharif,Groundnut,21.91,45.78,28.37,6.77,65.95,29.4,0.8586
Kharif,Groundnut,24.92,46.08,26.05,6.45,70.99,28.99,0.7863
Kharif,Jowar,98.5,40.22,47.22,7.59,57.54,31.45,0.6432
Rabi,Wheat,141.24,51.49,45.15,6.95,78.9,20.84,0.7557
Rabi,Wheat,122.09,58.13,45.51,7.23,79.62,23.97,0.6862
Kharif,Cotton,134.79,71.66,70.81,6.21,75,27.93,0.8291
Annual,Sugarcane,273.29,93.79,172.75,6.63,83.1,29.33,0.7997
Annual,Sugarcane,294.44,89.81,155.68,6.59,81.46,28.07,0.6871
Kharif,Groundnut,23.36,43.79,26.38,7.15,68.98,33.06,0.8014
Kharif,Jowar,87.49,40.4,41.87,6.41,56.5,30.91,0.6874
Annual,Sugarcane,258.65,89.35,177.86,7.07,82.05,31.93,0.7742
Kharif,Rice,102.12,59.32,50.69,6.6,91.36,31.87,0.7274
Kharif,Rice,130.36,45.58,54.63,6.11,93.88,34.53,0.7448
Kharif,Ragi,53.96,40.71,25.05,7.19,68.35,26.16,0.6859
Annual,Sugarcane,299.07,95.85,169.14,7.45,81.75,30.57,0.7326
Rabi,Wheat,134.5,59.04,49.16,6.97,77.46,21.41,0.7447
Kharif,Cotton,147.5,69.25,65.24,7.77,70.14,34.84,0.6584
Kharif,Groundnut,20.58,42.55,25.25,6.48,74.07,29.63,0.7162
Annual,Sugarcane,292.42,94.18,167.99,7.4,83.68,30.25,0.7506
Annual,Sugarcane,279.25,86.57,178.72,7.37,77.66,31.5,0.7801
Rabi,Wheat,141.36,54.33,46.05,6.52,71.19,24.18,0.8399
Rabi,Wheat,131.5,51.52,43.73,6.37,74.3,24.16,0.7838
Kharif,Ragi,54.51,40.86,26.08,6.41,71.46,28.03,0.8228
Kharif,Ragi,57,46.15,25.6,5.95,71.43,28.87,0.7584
Kharif,Rice,105.41,42.35,53.72,6.1,94.65,33.84,0.6798
Kharif,Cotton,135.85,73.98,60.57,7.09,79.25,28.52,0.7364
Kharif,Jowar,96.17,48.2,43.2,6.84,62.75,31.48,0.7831
Annual,Sugarcane,294.69,77.81,176.66,7.12,77.03,28.29,0.7013
Rabi,Wheat,149.36,52.39,48.89,6.45,70.8,24.78,0.6837
Kharif,Groundnut,24.99,40.96,26.59,6.97,68.4,29.07,0.7527
Kharif,Rice,122.56,50.23,59.12,5.65,88.98,27.88,0.7955
Kharif,Ragi,57.77,46.08,26.19,6.7,71.35,28.72,0.8027
Kharif,Cotton,121.65,68.75,66.84,6.27,78.88,30.32,0.7869
Kharif,Ragi,51.75,48.57,26.1,7.03,68.97,27.37,0.7529
Kharif,Ragi,59.42,46.76,25.6,7.23,68.4,28.06,0.7603
Kharif,Rice,130.99,47.29,59.02,5.51,86.51,29.25,0.7766
Kharif,Cotton,149.14,72.78,60.8,5.88,70.51,32.75,0.5904
Kharif,Rice,113.34,57.95,43.51,6.11,85.37,25.47,0.7261
Annual,Sugarcane,288.03,88.54,163.69,7.3,75.98,29.32,0.778
Kharif,Rice,129.85,46.7,47.94,6.64,80.69,34.09,0.752
Rabi,Wheat,149.54,54.64,41.99,6.84,69.34,20.12,0.7386
Annual,Sugarcane,254.7,77.55,173.28,6.91,81.6,30.71,0.7811
Kharif,Groundnut,23.35,44.97,28.6,6.05,69.71,27.52,0.8106
Kharif,Cotton,146.94,70.03,60.14,7.62,76.69,32.2,0.7044
Rabi,Wheat,124.55,52.72,49.27,6.4,65.35,20.02,0.6318
Annual,Sugarcane,295.91,81.4,161.34,7.33,81.89,31.84,0.6904
Kharif,Rice,122.99,50.31,42.56,6.98,88.8,34.96,0.7505
Kharif,Cotton,127.51,63.41,70.85,7.47,74.79,27.75,0.7915
Annual,Sugarcane,294.97,82.34,188.98,7.47,77.31,28.4,0.6301
Kharif,Jowar,94.5,47.53,46.62,7.95,62.61,29.16,0.8016
Kharif,Ragi,50.32,48.37,28.56,6.26,66.64,29.4,0.7426
Annual,Sugarcane,286.41,75.42,151.53,6.53,83.31,31.63,0.6031
Annual,Sugarcane,296.98,81.12,182.05,6.58,77.98,28.67,0.6749
Rabi,Wheat,133.15,53.59,40.58,6.7,71.69,21.27,0.837
Annual,Sugarcane,294.35,86.66,184.91,7.02,80.34,31.4,0.8004
Kharif,Groundnut,21.84,43.35,27.52,6.22,70.92,27.11,0.8274
Kharif,Ragi,54.84,49.09,26.06,6.3,60.08,26.84,0.7337
Kharif,Cotton,142.05,66.29,63.3,7.22,73.89,33.4,0.8013
Rabi,Wheat,143.04,54.65,44.78,7.44,72.34,20.14,0.7887
Kharif,Jowar,94.01,44.21,43.18,6.75,65.06,30.08,0.8545
Rabi,Wheat,131.75,55.55,42.17,6.47,67.74,20.49,0.7746
Kharif,Groundnut,21.89,49.72,27.31,6.42,73.58,30.07,0.7972
Kharif,Cotton,147.47,68.49,67.21,7.95,78.53,34.57,0.702
Kharif,Groundnut,21.44,43.36,28.42,7.44,74.08,31.64,0.7347
Kharif,Rice,147.37,52.14,53.67,5.75,81.88,30.2,0.7557
Kharif,Cotton,133.33,61.46,67.11,6.96,70.18,32.13,0.7989
Annual,Sugarcane,286.45,76.02,163.84,7.43,81.64,31.73,0.6885
Annual,Sugarcane,267.58,96.36,158,7.36,77.21,28.97,0.7168
Annual,Sugarcane,263.62,84.51,156.18,7.16,80.82,30.86,0.8084
Rabi,Wheat,129.72,52.09,40.62,7.21,68.91,23.58,0.7222
Rabi,Wheat,148.47,54.19,40.49,7.28,71.87,21.84,0.7486
Kharif,Ragi,58.9,45.87,25.81,5.96,65.29,27.01,0.7534
Kharif,Groundnut,24.7,44.14,28.36,7.07,71.7,28.53,0.7953
Kharif,Jowar,89.82,42.51,43.15,6.14,68.9,31.33,0.7224
Annual,Sugarcane,299.54,99.12,177.45,6.72,78.26,30.84,0.699
Kharif,Ragi,55.17,49.53,27.86,7.04,67.23,26.28,0.79
Kharif,Groundnut,24.9,48.85,25.18,6.62,69.94,29.05,0.7472
Kharif,Jowar,92.19,46.68,44.84,7.9,60.38,27.74,0.7939
Kharif,Ragi,52.05,46.88,27.74,5.63,67.85,28.91,0.7972
Kharif,Groundnut,23.72,46.13,25.19,6.36,71.83,32.24,0.7523
Annual,Sugarcane,290.59,99.91,188.76,6.53,80.01,28.66,0.6528
Annual,Sugarcane,288.92,76.46,153.62,6.98,84.18,28.44,0.6738
Rabi,Wheat,127.16,53.11,42.69,6.28,69.63,20.31,0.7293
Annual,Sugarcane,297.07,87.13,170.23,7.12,78.41,29.79,0.8678
Kharif,Rice,129.64,57.64,47.54,6.57,90.72,28.22,0.7994
Kharif,Ragi,55.95,40.65,29.62,7.44,61.14,26.39,0.6249
Kharif,Jowar,99.77,44.21,42.94,7.53,56.9,28.13,0.719
Kharif,Groundnut,21.33,42.26,26.02,6.04,69.17,32.76,0.7273
Rabi,Wheat,148.02,53.85,40.51,7.33,73.2,24.97,0.6791
Rabi,Wheat,120.39,52.76,48.36,6.96,72.1,24.49,0.7314
Annual,Sugarcane,264.33,80.93,169.4,7.19,83.3,31.84,0.7548
Kharif,Groundnut,21.2,42.98,28.76,6.82,70.85,25.08,0.7771
Kharif,Cotton,135.89,63.09,61.57,5.85,73.19,33.65,0.7096
Kharif,Jowar,80.99,43.91,42.76,7.34,61.68,31.99,0.749
Kharif,Groundnut,23.65,45.54,28.44,6.01,74.04,28.12,0.7404
Kharif,Jowar,91.52,45.82,45.88,6.62,57.69,30.38,0.8446
Rabi,Wheat,122.8,52.24,49.73,6.74,69.2,21.74,0.7443
Annual,Sugarcane,280.39,89.92,169.52,6.98,80.07,28.9,0.9136
Kharif,Rice,111.65,41.26,53.09,6.89,81.16,32.63,0.6715
Kharif,Jowar,95.99,46.98,42.45,6.68,60.13,30.27,0.7959
Kharif,Cotton,123.49,66.8,61.75,7.45,71.26,28.77,0.7399
Kharif,Rice,139.83,48.89,41.24,6.58,81.85,28.17,0.7384
Kharif,Cotton,141.7,72.07,63.51,7.68,70.54,27.92,0.6996
Rabi,Wheat,140.82,56.92,42.24,6.01,66.67,20.68,0.682
Kharif,Groundnut,24.38,40.68,29.51,6.64,65.66,27.27,0.6683
Kharif,Rice,119.35,43.24,40.57,6.58,92.73,28.95,0.734
Annual,Sugarcane,267.79,93.52,181.98,7.41,82.63,29.43,0.75
Kharif,Cotton,145.35,62.23,73.83,6.57,74.68,28.72,0.7619
Annual,Sugarcane,278.43,93.44,162.57,7.03,79.72,30.87,0.8721
Rabi,Wheat,140.97,53.49,41.85,6.71,73.96,20.15,0.7902
Kharif,Cotton,144.85,65.8,74.51,6.83,72.2,31.67,0.7687
Kharif,Jowar,85.41,40.44,48.71,6.35,57.24,31.85,0.633
Annual,Sugarcane,257.32,85.07,157.21,6.51,79.02,29.28,0.7436
Kharif,Ragi,53.44,44.28,28.69,6.97,64.34,26.35,0.7793
Rabi,Wheat,124.75,51.39,44.88,7.1,73.89,22.01,0.8102
Kharif,Ragi,58.28,46.92,26.69,5.89,70.85,26.46,0.7341
Kharif,Rice,138.65,59.66,45.17,5.81,93.31,30.96,0.7043
Rabi,Wheat,132.5,53.93,45.95,6.19,71.34,22.02,0.8613
Rabi,Wheat,142.53,50.38,42.86,6.59,70.49,22.55,0.8037
Kharif,Groundnut,22.04,46.63,29.96,6.04,71.06,27.05,0.7298
Annual,Sugarcane,278.06,92.1,154.02,7.05,81.84,28.89,0.8073
Annual,Sugarcane,260.5,92.93,181.02,6.98,81.31,30.89,0.8073
Rabi,Wheat,142.1,52.29,46.67,7.13,79.13,24.16,0.7163
Kharif,Cotton,131.07,67.19,64.01,6.82,72.97,28.5,0.8711
Rabi,Wheat,121.56,51.22,44.22,6.25,79.75,20.39,0.6429
Annual,Sugarcane,284.99,80.99,166.38,6.92,81.52,29.41,0.845
Annual,Sugarcane,290.42,87.81,182.64,7.34,79.68,30.13,0.8265
Rabi,Wheat,128.59,54.99,47.78,7.2,77.3,22.28,0.8072
Kharif,Ragi,51.01,40.77,29.79,5.86,63.19,28.14,0.6796
Rabi,Wheat,140.52,58.26,44.65,6.09,76.21,22.77,0.7856
Annual,Sugarcane,291.69,89.07,174.98,7.16,77.2,31.29,0.7861
Annual,Sugarcane,276.07,99.1,176.78,7.43,81.41,29.1,0.7582
Rabi,Wheat,121.52,53.3,47.32,7.34,66.16,24.45,0.6571
Rabi,Wheat,133.15,54.74,42.74,6.42,74.78,24.88,0.8064
Kharif,Rice,130.68,40.62,58.75,5.88,86.95,33.42,0.7258
Kharif,Rice,133.5,42.9,40.7,5.72,88.7,34.26,0.6918
Kharif,Ragi,50.21,49.3,27.55,6.64,63.61,26.38,0.7244
Kharif,Rice,117.36,57.4,41.48,6.22,87.82,27.19,0.7881
Annual,Sugarcane,289.43,98.72,176.22,6.92,76.02,31.02,0.729
Kharif,Rice,109.76,45.07,43.56,6.28,90.87,32.09,0.7788
Kharif,Cotton,130.46,72.34,60.12,6.33,70.88,31.72,0.6985
Kharif,Groundnut,20.51,45.56,29.32,7.31,73.77,31.7,0.7103
Kharif,Cotton,121.53,72.16,60.02,6.54,72.77,30.35,0.72
Kharif,Groundnut,24.93,43.81,27.08,7.01,70.21,31.91,0.8209
Kharif,Rice,146.01,54.08,45.16,5.91,90.51,30.58,0.7747
Kharif,Rice,107.83,50.84,58.02,6.29,82.67,32.32,0.7722
Kharif,Groundnut,21.45,49.47,29.72,6.66,73.29,33.04,0.701
Kharif,Groundnut,23.48,45.38,25.01,6.5,66.31,32.47,0.7476
Kharif,Ragi,51.94,49.18,27.24,7.38,73.66,28.51,0.7076
Kharif,Cotton,132.36,65.8,64.54,5.9,70.47,25.01,0.6991
Kharif,Rice,148.17,46.97,57.99,6.08,82.81,29.37,0.7494
Kharif,Cotton,122.44,72.72,63.02,5.87,77.6,28.32,0.6731
Annual,Sugarcane,276.84,95.94,161.25,6.53,80.83,29.45,0.7861
Kharif,Jowar,84.99,42.23,44.69,6.9,68.12,31.84,0.7581
Rabi,Wheat,130.84,50.15,48.15,7.38,77.72,20.45,0.6472
Annual,Sugarcane,285.16,75.15,183.04,6.94,77.33,31.57,0.7096
Annual,Sugarcane,252.82,75.9,159.46,7.44,82.44,31.58,0.625
Kharif,Cotton,137.28,68.46,70.01,6.83,75.71,26.65,0.8758
Kharif,Ragi,57.34,48.55,25.63,6.32,71.07,28.13,0.7794
Kharif,Jowar,99.79,44.3,40.17,7.1,65.01,30.15,0.7684
Kharif,Rice,111.89,45.05,48.43,6.88,90.51,32.66,0.7542
Kharif,Cotton,131.1,73.82,63.24,6.59,76.62,30.95,0.7945
Rabi,Wheat,148.63,50.85,44.1,6.58,69.05,20.49,0.7159
Kharif,Ragi,50.47,47.09,25.38,5.62,61.34,26.21,0.6026
Rabi,Wheat,133.26,56.9,40.7,7.13,79.4,24.89,0.6884
Kharif,Jowar,99.18,47.05,40.45,7.65,63.02,28.06,0.7056
Kharif,Ragi,59.71,42.39,29.71,7.39,63.04,28.87,0.6444
Kharif,Jowar,95.13,44.2,44.77,7.5,68.34,28.32,0.7942
Kharif,Ragi,51.77,48.54,25.19,6.53,70.95,27.85,0.7631
Kharif,Jowar,90.44,45.69,42.92,7.16,55.54,28.42,0.8235
Kharif,Groundnut,22.98,48.79,28.62,6.94,74.06,25.58,0.7211
Kharif,Jowar,92.84,46.96,40.93,6.11,65.58,27.64,0.7054
Kharif,Jowar,98.84,41.55,42.07,6.8,62.2,29.93,0.7857
Kharif,Rice,115.34,51.62,41.93,6.02,94.02,30.45,0.7816
Annual,Sugarcane,258.81,83.28,158.3,7.37,75.04,28.59,0.6661
Kharif,Ragi,52.04,40.5,26.08,6.36,66.8,27.34,0.7814
Kharif,Cotton,131.11,64.65,60.69,6.16,77.35,30.5,0.7675
Kharif,Rice,145.91,52.13,45.18,6.99,93.21,28.93,0.7089
Kharif,Groundnut,21.6,41.28,26.99,6.94,70.48,34.47,0.7874
Kharif,Groundnut,22.78,44.82,29.81,7.32,68.48,34.98,0.739
Kharif,Cotton,125.34,63.65,70.31,7.5,77.35,26.58,0.7307
Annual,Sugarcane,255.22,76.18,189.63,6.88,80.82,29.04,0.7031
Kharif,Rice,101.46,54.98,43.54,5.53,85.82,27.45,0.685
Annual,Sugarcane,281.94,83.68,175.89,7.09,78.21,30.59,0.8574
Kharif,Rice,147.18,41.68,42.41,6.71,84.92,34.25,0.6429
Rabi,Wheat,148.11,54.48,41.75,6.14,73.88,23.84,0.7366
Annual,Sugarcane,279.38,87.66,177.47,6.51,75.33,29.43,0.77
Rabi,Wheat,145.23,59.81,42.37,6.69,74.01,21.72,0.7697
Kharif,Groundnut,23,43.36,28.52,6.66,73.76,25.74,0.7783
Rabi,Wheat,143.04,54.05,44.85,7.06,76.08,21.34,0.8241
Kharif,Cotton,129.55,64.76,74.88,7.2,76.01,31,0.8011
Rabi,Wheat,131.75,59.04,44.64,6.59,78.78,23.86,0.7757
Kharif,Jowar,83.16,44.47,44.43,6.61,56.66,28.29,0.7869
Rabi,Wheat,143.68,59.82,49.17,7.46,68.79,21.13,0.6362
Kharif,Groundnut,23.44,44.57,28.86,7.23,73.33,34.11,0.7388
Kharif,Groundnut,23.77,40.95,26.84,6.34,67.51,25.23,0.7016
Annual,Sugarcane,299.68,79.39,186.34,7.31,75.01,29.23,0.6287
Kharif,Rice,109.15,45.11,49.05,6.52,91.47,34.4,0.7511
Rabi,Wheat,133.21,57.21,42.54,6.9,69.95,20.81,0.8109
Kharif,Jowar,83.79,46.64,47.55,7.46,60.28,27.89,0.7618
Kharif,Rice,109.71,55.45,59.29,6.05,90.52,28.16,0.7398
Kharif,Cotton,125.25,74.28,74.79,7.84,75.25,28.97,0.697
Annual,Sugarcane,286.07,97.58,170.86,7.02,77.14,29.05,0.8017
Rabi,Wheat,132.19,57.52,48.62,6.28,77.22,23.84,0.7327
Kharif,Rice,109.49,41.55,42.82,5.56,88.87,27.95,0.692
Kharif,Groundnut,23.29,48.07,28.86,7.22,73.93,27.36,0.7154
Kharif,Ragi,54.75,41.32,28.94,7.03,61.32,27.62,0.7578
Annual,Sugarcane,258.53,79.86,173.37,6.54,77.64,31.63,0.6962
Kharif,Ragi,59.1,44.14,29.25,6.94,69.97,26.26,0.7224
Kharif,Jowar,86.65,45.21,47.39,6.9,56.23,31.24,0.7928
Kharif,Groundnut,24.38,41.75,25.19,6.03,71.16,33.58,0.6472
Kharif,Groundnut,21.74,45.14,25.4,7.38,66.21,32.01,0.7357
Kharif,Cotton,131.71,70.96,71.1,7.08,76.79,31.81,0.8296
Kharif,Rice,121.84,51.25,49.01,6.86,91.64,30.26,0.8527
Kharif,Jowar,86.6,45.7,49.76,6.36,64.66,31.12,0.7493
Rabi,Wheat,123.76,54.52,44.65,6.72,72.08,20.45,0.8474
Kharif,Groundnut,20.1,43.33,27.01,6.05,70.81,30.53,0.7757
Kharif,Ragi,53.61,48.12,26.31,6.62,60.79,27.98,0.7998
Kharif,Cotton,139.22,74.44,64.15,7.5,78.39,25.97,0.6931
Rabi,Wheat,122.46,53.11,40.35,7.07,73.76,21.85,0.7501
Annual,Sugarcane,257.48,77.73,161.31,6.59,76.55,31.19,0.6648
Kharif,Rice,121.84,58.22,53.16,6.45,84.84,28.55,0.8187
Kharif,Ragi,52.54,40.86,29.49,6.48,60.78,26.5,0.6848
Kharif,Rice,146.39,50.65,54.36,6.32,80.82,33.12,0.753
Kharif,Cotton,130.61,68.13,68.76,6.97,75.31,30.56,0.9348
Annual,Sugarcane,279.67,79.56,158.93,6.93,81.36,30.63,0.8248
Kharif,Rice,107.9,41.71,49.87,5.67,89.85,28.99,0.7654
Kharif,Jowar,99.77,41.01,49.86,7.09,62.53,29.58,0.7606
Kharif,Cotton,135.65,67.72,61.61,7.98,75.25,25.95,0.775
Kharif,Jowar,97.18,47.74,41.12,6.3,67.69,27.34,0.6418
Kharif,Rice,121.98,55.93,56.2,5.86,93.23,29.44,0.7725
Kharif,Cotton,149.65,71.96,62.98,6.23,78.33,29.52,0.7046
Rabi,Wheat,125.46,56.82,40.96,6.95,68.55,24.51,0.7162
Kharif,Rice,127.72,40.11,54.08,5.57,93.84,26.09,0.6633
Kharif,Ragi,55.92,42.65,29.82,6.14,69.99,27.93,0.8076
Annual,Sugarcane,271.08,96.3,172.61,6.96,80.18,31.36,0.8511
Kharif,Ragi,57.34,49.27,25.08,7.36,71.12,26.43,0.6319
Kharif,Ragi,50.53,45.38,29.65,7.13,71.5,28.53,0.7285
Annual,Sugarcane,277.92,98.95,174.74,6.83,83.45,30.53,0.7863
Kharif,Ragi,57.16,48.67,26.76,6.63,72.32,29.57,0.7484
Kharif,Cotton,147.48,63.38,72.03,6.25,75.7,27.73,0.7358
Kharif,Ragi,54.02,42.08,27.1,6.83,70.8,26.73,0.8046
Kharif,Groundnut,24.38,44.83,27.26,6.78,65.25,29.94,0.843
Kharif,Ragi,58.28,40.18,28.29,5.94,63.68,28.55,0.7266
Kharif,Cotton,138.34,64.02,64.62,7.27,77.63,31.87,0.8077
Kharif,Groundnut,21.46,47.52,29.16,7.33,72.63,28.55,0.7356
Kharif,Rice,102.7,49.33,58.58,5.87,87.89,34.57,0.7259
Kharif,Groundnut,24.86,45.72,29.61,6.33,65.67,34.42,0.6465
Kharif,Rice,136.17,42.22,52.57,5.97,85.3,33.48,0.763
Kharif,Cotton,124.87,68.13,63.77,7.62,75.47,32.43,0.7924
Rabi,Wheat,144.8,50.49,49.07,7.19,74.14,20.88,0.6814
Kharif,Groundnut,21.8,47.27,27.4,7.2,71.09,28.72,0.846
Rabi,Wheat,145.98,50.23,44.9,6.53,75.3,21.88,0.7816
Kharif,Cotton,137.29,72.39,60.68,6.25,76.47,32.96,0.7341
Kharif,Groundnut,22.27,43.7,25.34,6.46,70.15,33.12,0.8119
Kharif,Groundnut,22.44,42.2,27.6,6.83,71.38,27.53,0.8749
Kharif,Ragi,56.7,40.86,26.94,6.11,63.13,27.87,0.7975
Kharif,Ragi,54.6,48.11,25.57,7.17,63.28,27.02,0.7336
Kharif,Rice,113.84,52.98,49.13,6.73,85.02,31.84,0.8192
Kharif,Cotton,124.12,62.22,74.37,6,71.65,27.45,0.638
Kharif,Jowar,88.46,49.73,47.62,6.02,67.98,27.85,0.6671
Kharif,Jowar,84.7,49.64,41.84,7.89,63.15,30.65,0.7061
Rabi,Wheat,126.48,56.27,46.84,7.46,70.11,23.22,0.7714
Kharif,Groundnut,22.44,41.1,26.81,6.71,74.2,25.46,0.7599
Kharif,Jowar,99.34,49.09,43.14,6.55,59.11,28.28,0.7072
Kharif,Groundnut,20.82,44.95,28.4,6.94,66.44,30.39,0.8262
